Timestamp,ID,Strain,Temp
1728929717.029736,1,443,34.64
1728929717.2981358,2,520,36
1728929717.5682123,3,445,34.82
1728929717.8342772,4,753,34.71
1728929718.097129,1,444,34.61
1728929718.3775704,2,520,36
1728929718.6456747,3,449,34.84
1728929718.9573162,4,749,34.79
1728929719.2364395,1,446,34.66
1728929719.5005496,2,519,36
1728929719.7662249,3,442,34.79
1728929720.0482812,4,754,34.69
1728929720.3115172,1,444,34.66
1728929720.5922613,2,520,36
1728929720.870513,3,447,34.79
1728929721.1323028,4,743,34.64
1728929721.4010289,1,444,34.66
1728929721.687302,2,519,35.98
1728929721.9572902,3,442,34.74
1728929722.2015812,4,761,34.74
1728929722.472534,1,440,34.64
1728929722.7347333,2,520,35.88
1728929723.0011477,3,442,34.66
1728929723.2832053,4,744,34.71
1728929723.5364807,1,441,34.64
1728929723.8193285,2,519,35.85
1728929724.1210473,3,441,34.77
1728929724.3926363,4,752,34.66
1728929724.6607385,1,448,34.69
1728929724.9261947,2,519,35.81
1728929725.1991055,3,442,34.74
1728929725.4619997,4,747,34.71
1728929725.7282593,1,446,34.51
1728929726.000787,2,519,35.83
1728929726.2627485,3,446,34.74
1728929726.529739,4,743,34.69
1728929726.797272,1,440,34.56
1728929727.065941,2,519,35.77
1728929727.3342767,3,442,34.66
1728929727.6010506,4,753,34.58
1728929727.864182,1,444,34.61
1728929728.140618,2,520,35.79
1728929728.4196987,3,443,34.61
1728929728.6997235,4,746,34.71
1728929728.9670553,1,442,34.53
1728929729.2819848,2,519,35.73
1728929729.5468514,3,445,34.64
1728929729.8248699,4,729,34.64
1728929730.0878773,1,443,34.53
1728929730.3659525,2,519,35.77
1728929730.6353946,3,445,34.69
1728929730.9004738,4,759,34.66
1728929731.1799881,1,442,34.53
1728929731.4563348,2,519,35.73
1728929731.7359023,3,442,34.66
1728929732.0149705,4,745,34.58
1728929732.2922902,1,442,34.56
1728929732.5754557,2,519,35.71
1728929732.852534,3,442,34.58
1728929733.1168532,4,747,34.58
1728929733.4004264,1,443,34.51
1728929733.6617973,2,519,35.67
1728929733.9269152,3,443,34.61
1728929734.1946497,4,754,34.58
1728929734.5046575,1,440,34.48
1728929734.7879004,2,519,35.67
1728929735.0542614,3,440,34.58
1728929735.333778,4,753,34.58
1728929735.5969608,1,442,34.4
1728929735.8771484,2,519,35.67
1728929736.1449473,3,440,34.58
1728929736.4259305,4,750,34.58
1728929736.7090986,1,439,34.48
1728929736.9842353,2,519,35.67
1728929737.2522268,3,443,34.58
1728929737.5341291,4,755,34.58
1728929737.797713,1,447,34.43
1728929738.0807736,2,519,35.67
1728929738.3934102,3,444,34.58
1728929738.6604435,4,750,34.58
1728929738.9353075,1,439,34.43
1728929739.2154374,2,518,35.67
1728929739.4833355,3,443,34.58
1728929739.8099573,4,752,34.58
1728929740.0728517,1,446,34.43
1728929740.399611,2,518,35.67
1728929740.6796644,3,444,34.58
1728929740.9601595,4,751,34.58
1728929741.2367013,2,519,35.67
1728929741.502118,1,446,34.45
1728929741.7818234,3,445,34.58
1728929742,4,752,34.58
1728929742.3290353,2,519,35.67
1728929742.5930207,1,445,34.4
1728929742.856283,3,444,34.58
1728929743.1353526,4,757,34.58
1728929743.4027505,2,519,35.67
1728929743.684786,1,444,34.38
1728929743.9696698,3,444,34.58
1728929744.2488742,4,742,34.58
1728929744.5246313,2,519,35.67
1728929744.7883477,1,445,34.35
1728929745.1059523,3,445,34.58
1728929745.3677645,4,750,34.58
1728929745.6334262,2,519,35.67
1728929745.912207,1,446,34.4
1728929746.1769464,3,445,34.58
1728929746.4570096,4,753,34.58
1728929746.7250147,2,519,35.67
1728929746.9900012,1,448,34.38
1728929747.2720964,3,442,34.58
1728929747.549399,4,753,34.58
1728929747.827321,2,519,35.67
1728929748.0925202,1,445,34.32
1728929748.392891,3,441,34.53
1728929748.6597428,4,754,34.58
1728929748.9519362,1,449,34.32
1728929749.2159064,2,519,35.67
1728929749.4829142,3,445,34.58
1728929749.7326891,4,758,34.58
1728929750.0038493,1,445,34.35
1728929750.2898922,2,519,35.65
1728929750.557487,3,448,34.53
1728929750.8276646,4,754,34.58
1728929751.0954363,1,446,34.27
1728929751.360293,2,519,35.67
1728929751.6426442,3,447,34.56
1728929751.9109743,4,754,34.58
1728929752.1801481,1,449,34.35
1728929752.4551578,2,519,35.67
1728929752.7367136,3,447,34.51
1728929753.0176783,4,757,34.58
1728929753.2822397,1,446,34.32
1728929753.5619643,2,518,35.58
1728929753.8406987,3,446,34.48
1728929754.1029172,4,756,34.58
1728929754.3833728,1,446,34.3
1728929754.6624548,2,518,35.58
1728929754.9274793,3,447,34.43
1728929755.1945097,4,757,34.58
1728929755.5083907,1,446,34.3
1728929755.7883892,2,519,35.46
1728929756.0661783,3,450,34.58
1728929756.344376,4,752,34.58
1728929757,1,448,34.32
1728929756.9146543,2,519,35.46
1728929757.1703026,3,448,34.58
1728929757.4325066,4,755,34.58
1728929757.685543,1,442,34.3
1728929757.971589,2,519,35.33
1728929758.2345035,3,449,34.32
1728929758.514568,4,756,34.58
1728929758.795272,1,450,34.27
1728929759.0612936,2,519,35.35
1728929759.3400378,3,446,34.4
1728929759.6232562,4,758,34.58
1728929759.8895419,1,449,34.3
1728929760.1688454,2,519,35.35
1728929760.4333751,3,445,34.17
1728929760.7618556,4,753,34.58
1728929761.0278554,1,452,34.32
1728929761.3065357,2,519,35.33
1728929761.5698361,3,445,34.22
1728929761.8503823,4,756,34.58
1728929762.1145034,1,448,34.3
1728929762.3944302,2,519,35.35
1728929762.658548,3,449,34.24
1728929762.9390104,4,756,34.58
1728929763.2029123,1,445,34.3
1728929763.4873261,2,519,35.33
1728929763.763849,3,447,34.56
1728929764.040943,4,760,34.58
1728929764.3241038,1,449,34.24
1728929764.5892763,2,519,35.33
1728929765,3,448,34.17
1728929765.1370158,4,757,34.58
1728929765.4187446,1,446,34.3
1728929765.6955397,2,519,35.33
1728929766.0036714,3,449,34.45
1728929766.2661371,4,761,34.56
1728929766.544882,1,448,34.3
1728929766.8329263,2,518,35.33
1728929767.075523,3,447,34.27
1728929767.3443356,4,755,34.51
1728929767.6121109,1,450,34.17
1728929767.9058404,2,518,35.33
1728929768.1686714,3,447,34.27
1728929768.5257714,4,755,34.51
1728929768.8344142,1,450,34.3
1728929769.1169567,2,519,35.33
1728929769.4569426,3,448,34.32
1728929769.7470405,4,759,34.51
1728929770.0280395,1,449,34.3
1728929770.2933743,2,519,35.33
1728929770.5712743,3,450,34.17
1728929770.8482828,4,757,34.43
1728929771.112627,1,448,34.24
1728929771.4216955,2,519,35.33
1728929771.6914594,3,446,34.17
1728929771.9827895,4,755,34.53
1728929772.2470615,1,446,34.19
1728929772.5542524,2,519,35.33
1728929772.837233,3,450,34.17
1728929773.0854013,4,755,34.43
1728929773.3654568,1,448,34.24
1728929773.646233,2,519,35.33
1728929773.915336,3,448,34.17
1728929774.1834073,4,758,34.38
1728929774.4504988,1,451,34.24
1728929774.7223444,2,519,35.33
1728929774.992441,3,447,34.27
1728929775.2438025,4,759,34.32
1728929775.5262978,1,444,34.24
1728929775.7947013,2,519,35.33
1728929776.0493176,3,451,34.24
1728929776.3167608,4,757,34.32
1728929776.6472235,1,447,34.17
1728929776.9234805,2,518,35.33
1728929777.185854,3,449,34.17
1728929777.4359264,4,760,34.4
1728929777.7012515,1,448,34.22
1728929777.968527,2,519,35.33
1728929778.2390172,3,454,34.17
1728929778.5100431,4,760,34.35
1728929778.7767467,1,450,34.24
1728929779.0449219,2,519,35.33
1728929779.3101947,3,451,34.17
1728929779.5792952,4,753,34.24
1728929779.845399,1,449,34.22
1728929780.1135268,2,518,35.33
1728929780.3819444,3,448,34.17
1728929780.6578588,4,759,34.24
1728929780.9047148,1,448,34.22
1728929781.174699,2,517,35.33
1728929781.4435823,3,449,34.17
1728929781.7480078,4,760,34.19
1728929781.996184,1,453,34.17
1728929782.2621646,2,518,35.31
1728929782.5314147,3,450,34.17
1728929782.863422,4,759,34.19
1728929783,1,445,34.24
1728929783.4141026,2,518,35.33
1728929783.6794653,3,450,34.17
1728929783.9461842,4,764,34.17
1728929784.2269597,1,452,34.17
1728929784.4923198,2,518,35.27
1728929784.7685113,3,451,34.17
1728929785.0297067,4,758,34.17
1728929785.3034477,1,451,34.14
1728929785.576623,2,519,35.29
1728929785.8222775,3,455,34.17
1728929786.0883887,4,761,34.17
1728929786.3548107,1,451,34.11
1728929786.622888,2,518,35.27
1728929786.9213057,3,452,34.17
1728929787.1994045,4,761,34.22
1728929787.4607317,1,454,34.11
1728929787.7268393,2,518,35.21
1728929787.9956582,3,452,34.17
1728929788.264769,4,761,34.17
1728929788.5458903,1,452,34.19
1728929788.835649,2,519,35.15
1728929789.0973556,3,449,34.17
1728929789.3532662,4,765,34.19
1728929789.6063457,1,453,34.14
1728929789.887904,2,518,35.06
1728929790.1501172,3,453,34.14
1728929790.4129536,4,760,34.17
1728929790.6680984,1,450,34.11
1728929790.9376812,2,518,35.02
1728929791.2018764,3,451,34.17
1728929791.4673018,4,760,34.17
1728929791.7483525,1,450,34.09
1728929792.056075,2,519,35.06
1728929792.3382223,3,454,34.17
1728929792.6151872,4,762,34.17
1728929792.8979924,1,451,34.11
1728929793.1744192,2,519,35.02
1728929793.4441295,3,452,34.14
1728929793.7244906,4,758,34.17
1728929793.9875686,1,450,34.06
1728929794.2516146,2,517,35.02
1728929794.5263057,3,454,34.14
1728929794.8104842,4,763,34.17
1728929795.0895038,1,454,34.14
1728929795.356608,2,518,35
1728929795.621556,3,454,34.17
1728929795.8854475,4,761,34.17
1728929796.165776,1,448,34.04
1728929796.4637957,2,518,35
1728929796.743525,3,451,34.11
1728929797.0039437,4,762,34.17
1728929797.3164237,1,450,33.98
1728929797.5802867,2,519,35
1728929797.8434784,3,453,34.11
1728929798.124601,4,764,34.17
1728929798.3896344,1,451,34.04
1728929798.6706789,2,518,35
1728929798.935581,3,455,34.06
1728929799.2152839,4,764,34.17
1728929799.497223,1,456,34.01
1728929799.7652805,2,519,35
1728929800.0433555,3,454,34.06
1728929800.3214211,4,761,34.17
1728929800.602691,1,455,34.06
1728929800.8864655,2,519,35
1728929801.1370933,3,453,33.98
1728929801.414451,4,766,34.17
1728929801.6783853,1,453,34.01
1728929801.9429817,2,518,35
1728929802.2214875,3,451,34.04
1728929802.5217993,4,755,34.17
1728929802.7987332,1,451,34.01
1728929803.0628688,2,519,35
1728929803.328765,3,452,34.01
1728929803.6083872,4,768,34.17
1728929803.8902586,1,453,33.98
1728929804.1683364,2,519,35
1728929804.4457123,3,450,34.04
1728929804.7289855,4,765,34.17
1728929804.9895225,1,452,33.96
1728929805.2693467,2,519,35
1728929805.5314727,3,453,34.06
1728929806,4,766,34.17
1728929806.0756762,1,450,33.96
1728929806.3581438,2,518,35
1728929806.6237812,3,451,33.96
1728929806.8921692,4,763,34.17
1728929807.1769888,1,453,33.96
1728929807.4544482,2,518,35
1728929807.7683208,3,454,33.96
1728929808.0487208,4,761,34.17
1728929808.3276546,1,454,33.93
1728929808.605286,2,517,35
1728929808.8753898,3,457,33.85
1728929809.1414826,4,767,34.17
1728929809.4094312,1,455,33.91
1728929809.6916075,2,518,35
1728929809.9579973,3,454,33.93
1728929810.238059,4,762,34.17
1728929810.5057182,1,452,33.91
1728929810.7709928,2,518,35
1728929811.0523784,3,452,33.91
1728929811.332594,4,767,34.17
1728929811.6096632,1,452,33.91
1728929811.8887515,2,518,35
1728929812.197195,3,452,33.93
1728929812.4791818,4,770,34.17
1728929812.7478082,1,453,33.91
1728929813.0550916,2,518,35
1728929813.3376124,3,452,33.91
1728929813.6006246,4,766,34.17
1728929813.8697956,1,454,33.91
1728929814.1358504,2,519,35
1728929814.415901,3,456,33.83
1728929814.6782434,4,767,34.17
1728929814.9433568,1,454,33.96
1728929815.226731,2,519,35
1728929815.5245812,3,452,33.85
1728929815.7886288,4,763,34.17
1728929816.0606065,1,453,33.91
1728929816.3297668,2,519,34.97
1728929816.6289952,3,453,33.85
1728929816.897096,4,759,34.17
1728929817.1656077,1,452,33.96
1728929817.443705,3,453,33.8
1728929817.7013674,2,519,35
1728929817.9658213,4,767,34.17
1728929818.263851,1,455,33.85
1728929818.559835,3,452,33.8
1728929819.0890365,4,765,34.17
1728929819.3808885,1,452,33.83
1728929820.041033,4,809,34.17
1728929820.8965771,4,808,34.17
1728929821.7449813,4,807,34.17
1728929822.6168778,4,435,34.17
1728929823.4914172,4,434,34.17
1728929824.370071,4,437,34.14
1728929825.241894,4,432,34.17
1728929826.1018286,4,432,34.17
1728929827.0185008,4,432,34.17
1728929827.9601083,4,602,34.17
1728929828.8449042,4,583,34.17
1728929829.715028,4,574,34.14
1728929830.6184635,4,566,34.17
1728929831.4873989,4,559,34.17
1728929832.3482234,4,560,34.17
1728929833.2096484,4,558,34.09
1728929834.0671349,4,551,34.17
1728929834.9284658,4,542,34.17
1728929835.7979352,4,536,34.14
1728929836.6669514,4,530,34.17
1728929837.529744,4,521,34.14
1728929838.3857431,4,504,34.14
1728929839.2549686,4,513,34.14
1728929840.128279,4,511,34.17
1728929840.9793756,4,510,34.11
1728929841.8281112,4,502,34.17
1728929842.6904256,4,501,34.14
1728929843.5462935,4,504,34.14
1728929844.4054475,4,509,34.14
1728929845.2537544,4,509,34.09
1728929846.1052387,4,506,34.17
1728929847.0228138,4,499,34.14
1728929847.886005,4,498,34.06
1728929848.760192,4,507,33.93
1728929849.6134882,4,507,34.04
1728929850.4851792,4,510,34.14
1728929851.3945534,4,496,33.96
1728929852.245061,4,496,33.96
1728929853.1031797,4,484,33.96
1728929853.9697404,4,475,33.91
1728929854.8330786,4,460,34.01
1728929855.6962223,4,434,33.88
1728929856.5634465,4,445,33.96
1728929857.417946,4,436,33.93
1728929858.2742167,4,435,33.96
1728929859.1365082,4,430,33.88
1728929860.011909,4,426,33.85
1728929860.8779473,4,427,33.8
1728929861.7361147,4,424,33.83
1728929862.5949726,4,425,33.8
1728929863.4964883,4,428,33.8
1728929864.370235,4,430,33.88
1728929865.243795,4,436,33.8
1728929866.1127121,4,447,33.75
1728929866.980148,4,450,33.8
1728929867.858152,4,458,33.75
1728929868.7243981,4,457,33.83
1728929870.574294,4,451,33.75
1728929871.4827652,4,448,33.78
1728929872.3405702,4,440,33.78
1728929873.2039342,4,441,33.75
1728929874.0624776,4,442,33.75
1728929875.0964115,4,442,33.75
1728929875.9608407,4,441,33.75
1728929876.826835,4,436,33.75
1728930007.975296,4,430,33.78
1728930009.0694141,4,423,33.75
1728930010.1469796,4,424,33.75
